546,2,611,6324,3584,12280,2511,2762,1436
544,2,610,3152,3292,13020,12,49,1338
546,2,611,9348,2024,11928,211,295,565
564,2,611,4484,1396,13576,1520,2202,5342
557,2,613,4508,536,12432,3906,1811,2178
544,2,614,8720,740,8740,1948,85,2806
564,2,616,7140,1616,11244,3143,1442,2384
544,2,622,4496,1156,12696,1132,2997,1415
546,2,620,6012,4120,13488,602,1531,959
544,2,621,5520,2856,13940,1581,3262,269
563,2,621,6120,2964,15368,365,3166,1195
562,2,621,9260,352,8412,3836,4720,1427
546,2,626,4104,2144,12252,1401,2989,2195
546,2,622,7424,1280,10472,3016,950,768
544,2,621,11236,2456,12788,2871,842,745
544,2,621,6396,492,12716,603,2238,1338
564,2,621,4432,2292,12024,5844,3455,2175
557,2,622,12436,2656,14820,6288,3130,1311
562,2,623,7796,3672,8524,2059,817,3756
544,2,629,2596,6088,12772,450,897,191
546,2,624,10104,6908,16940,4250,3168,820
564,2,624,9172,2820,8512,1122,259,439
543,2,624,4432,1276,12556,3741,3367,486
546,2,623,12384,992,9724,3471,6168,384
546,2,628,7044,2968,10652,3865,1608,93
543,2,623,3100,4544,11780,292,679,119
544,2,627,9808,6024,17328,4190,3323,277
544,2,622,9204,1740,7456,2251,1542,2154
546,2,622,3496,456,18736,794,786,1163
543,2,622,5764,104,11864,3005,1236,1693
564,2,621,9624,3352,8212,3567,2481,1637
546,2,621,3528,3116,15560,670,2314,544
544,2,620,7620,3868,12472,3265,699,924
546,2,618,5844,1368,13328,1901,2511,485
563,2,617,6372,672,13160,3566,2813,481
544,2,621,10760,2836,10832,133,1207,246
543,2,615,5336,2184,8760,4611,5895,1859
564,2,614,4876,4752,12932,800,884,2760
543,2,618,5912,2760,20120,2714,5470,135
543,2,611,3332,936,8832,2551,1756,1865
564,2,610,4784,700,14284,2034,4345,43
544,2,617,12396,1000,12988,175,1541,409
546,2,618,8096,1892,8012,3368,1506,2856
543,2,613,1412,1624,11764,101,6827,391
544,2,613,8732,2432,15060,1098,1275,1128
564,2,614,4624,2856,10188,154,885,1734
543,2,615,6908,416,12972,1972,2471,1732
544,2,616,12452,1264,9100,5050,1485,3264
544,2,623,8088,1204,9504,894,2735,2524
543,2,620,2880,4968,15104,1334,1058,13
564,2,619,6640,3888,13220,1051,768,1003
557,2,620,7220,4116,13236,3158,4588,3408
562,2,620,5784,2852,12804,523,304,2244
546,2,621,9196,1108,9352,2054,1403,1473
544,2,626,8120,3824,11924,3916,1340,3433
543,2,621,6440,4256,11024,779,1735,893
544,2,622,5328,6676,11532,3879,94,2662
546,2,621,5644,2180,9832,201,172,75
563,2,621,3876,2744,11532,2738,155,5701
544,2,620,8076,468,10816,1920,1802,1439
544,2,620,7408,276,9624,1399,43,2631
544,2,625,4292,1996,16312,3003,956,141
544,2,620,9692,5816,14912,1093,991,1893
543,2,620,10044,4796,6792,295,2843,3327
564,2,620,2844,1900,13064,2699,1749,562
544,2,619,9972,1824,14460,568,147,462
544,2,619,6956,2016,9760,2371,1092,458
564,2,617,1580,4004,14080,6203,598,4548
544,2,615,14228,4668,6680,5090,2362,1264
543,2,614,6516,3160,8328,875,4368,2512
563,2,615,7260,2384,15596,1063,8872,5272
546,2,619,7296,4972,9944,4159,3531,3445
546,2,613,10764,6532,19012,2599,1487,94
544,2,611,5604,7728,11000,2210,829,4054
543,2,608,3744,3868,10972,2312,5655,605
546,2,603,7844,1064,1352,3041,2475,2550
544,2,600,2296,3264,15312,2557,1787,4052
564,2,596,11640,100,21672,3103,1357,3445
557,2,593,4492,3812,12552,5572,1141,9954
544,2,600,40,7528,9704,725,5567,5661
543,2,592,6576,5488,9548,1121,2087,4127
544,2,597,1808,7848,16004,497,436,2356
546,2,602,5080,4868,9956,2254,1063,3154
544,2,611,1964,3876,10368,4124,159,2514
544,2,607,1136,8080,10080,182,3239,6819
544,2,607,4380,5328,10160,4998,4910,3931
543,2,605,9552,4412,9020,1042,7164,948
544,2,604,11584,1832,14144,2939,1435,1059
546,2,606,8408,3668,7848,558,81,510
563,2,607,6352,1072,17680,2957,490,153
544,2,615,8716,1892,7416,3428,1259,519
544,2,617,6600,3604,11352,1564,814,1903
544,2,618,8028,4004,16532,1026,3411,652
546,2,614,13928,3936,12764,172,1732,2690
544,2,616,3916,852,9760,1239,1417,3220
564,2,616,11228,24,7872,195,1888,4066
544,2,617,9888,2192,11376,1272,3111,1391
544,2,619,4412,2708,11416,2695,963,1388
544,2,619,9776,3976,11720,1603,2380,170
564,2,619,12132,4524,10336,1581,744,1336
544,2,625,7876,700,12336,1364,4025,221
544,2,621,7304,2472,9928,7465,3885,4277
546,2,622,8504,3688,11988,6768,1188,198
543,2,622,5316,4204,9776,6512,1242,1595
544,2,622,8228,7572,4284,36,3861,1171
543,2,623,11240,8572,13532,2369,501,759
544,2,623,2768,7796,11332,7571,6034,5660
544,2,624,3552,24,11320,460,4227,2161
564,2,623,5700,1808,17412,346,1092,1246
544,2,623,8400,1352,11888,489,1294,1787
543,2,623,6036,2516,9884,4162,2447,783
564,2,623,8172,4804,9812,1684,2039,690
543,2,624,5964,4168,12680,2077,1671,1958
544,2,624,8436,3432,12168,4800,1551,78
563,2,624,8164,1368,11180,1123,5300,3194
544,2,628,8480,2280,9656,878,2389,1054
543,2,625,6484,4092,12844,956,1807,25
544,2,628,10620,2728,9180,287,51,191
563,2,625,6696,3052,13168,41,6193,2642
546,2,625,3084,2912,7452,2204,1562,1806
544,2,625,12296,4204,19444,824,555,1461
564,2,625,9360,2588,7144,4581,590,1132
543,2,625,2148,3280,12852,453,1783,84
543,2,625,7776,6632,18404,2937,3480,759
563,2,625,6792,2812,7748,1230,1148,1318
560,2,625,3852,1464,12344,1312,69,176
543,2,624,10808,2580,13732,4470,3500,1932
544,2,624,9188,4352,8536,2354,3569,1946
546,2,625,788,1184,14860,6263,1097,238
544,2,624,6108,1620,12288,557,5104,1618
544,2,624,8608,2764,8352,197,312,2679
564,2,624,7736,4460,9792,5247,454,3524
544,2,624,7592,3732,17408,573,2795,276
544,2,629,8528,1148,14152,910,2936,2674
544,2,624,8888,3352,5276,924,860,998
563,2,624,5124,2980,9688,1311,34,51
543,2,624,7452,4452,13236,429,2380,819
564,2,624,4752,2104,16016,1028,2347,670
544,2,628,5604,192,5640,3167,4257,2680
543,2,624,9192,1952,13340,3061,3370,1047
546,2,624,5188,2604,10132,1761,1818,774
563,2,625,7196,3712,11268,178,2339,225
544,2,625,7476,3956,10288,102,2574,1435
544,2,624,5540,3972,9392,885,3426,1687
544,2,629,164,160,11616,4008,1533,551
544,2,626,4968,2088,13672,869,2709,2394
563,2,629,5924,352,9136,2244,1252,381
562,2,626,2552,3216,16852,2897,3053,88
546,2,626,6652,1740,13912,535,2009,2336
544,2,626,712,2872,14452,2319,3524,2529
564,2,627,2120,1228,10576,2590,801,1243
544,2,631,5516,2168,12104,3430,1907,3549
544,2,627,5088,4224,11880,1052,3661,1247
544,2,627,4724,3224,12904,65,4533,2454
564,2,627,10616,2560,13112,1744,607,2945
546,2,627,8304,1588,9896,1458,8376,90
544,2,627,5164,760,11236,419,1244,985
544,2,631,6868,264,9836,5121,3218,322
563,2,627,5756,2620,11516,1337,1779,1807
544,2,631,6408,5276,13992,1094,806,1246
546,2,627,7864,3168,10160,1220,1532,703
546,2,627,5680,1024,10768,1520,837,488
564,2,626,4496,156,15820,2770,2101,1282
544,2,626,12364,2888,9452,4497,914,3117
546,2,627,4376,608,12096,467,162,936
564,2,627,2592,2896,11528,1466,3676,3101
544,2,627,7740,5664,14024,109,3210,1458
544,2,627,6588,3668,13960,458,1416,1228
563,2,626,5768,2636,6736,1690,3751,146
546,2,630,10808,1212,6708,1074,521,730
543,2,627,7080,4472,12476,603,999,3039
546,2,626,1500,2772,14516,2215,1224,2077
544,2,626,9428,2332,10124,1321,4622,1408
544,2,625,8344,484,13532,1329,382,613
544,2,625,6728,1200,16200,4449,1266,538
543,2,625,9964,2608,12988,3042,592,2815
564,2,625,9828,3376,7472,3127,322,2538
544,2,625,3164,3308,16324,1792,3056,3380
544,2,624,11804,5024,8584,342,1384,1136
564,2,625,3048,1312,15296,2854,4700,101
544,2,628,6828,1308,12324,1315,1982,2530
544,2,624,8908,64,5684,6091,1554,756
563,2,625,6228,3788,15804,2598,6688,6834
544,2,625,2972,5704,11644,2448,678,3156
543,2,625,3504,6180,12784,264,45,549
563,2,625,3080,4840,10288,863,3974,950
546,2,624,776,3688,12660,2096,6527,5834
544,2,623,7144,1784,12464,2522,4323,4594
544,2,622,10848,3688,11320,3133,3730,5145
544,2,622,10480,3948,11820,491,1068,523
544,2,621,8592,4552,9820,900,257,226
543,2,622,7972,3580,9128,2926,2385,235
544,2,622,6460,1244,13680,1170,1214,511
546,2,627,9472,100,11928,3939,2860,1249
544,2,623,10056,1720,6812,3672,2496,2223
544,2,623,4532,6184,10960,22,2685,69
544,2,628,8620,2736,11796,1042,216,3260
543,2,624,7624,1240,9964,1841,2203,3727
564,2,624,4572,732,11712,2541,242,1932
546,2,628,8172,1040,11932,5730,1659,675
543,2,625,8232,3992,11348,233,881,4450
563,2,626,3292,3184,10288,273,1947,1080
544,2,629,4348,4756,17004,2275,4293,1016
544,2,629,4748,2552,11008,2425,6411,1208
546,2,626,3348,2372,13624,1396,556,71
563,2,625,7008,3660,13256,505,693,1679
544,2,626,5900,1828,5836,1352,2600,1217
544,2,625,2224,3480,17536,962,1525,436
544,2,626,4404,4384,17600,1926,1987,1222
544,2,625,7800,1052,8700,723,2813,698
546,2,626,3652,2484,15600,303,5355,2581
544,2,630,5876,2260,11840,3314,1523,597
543,2,625,2708,2172,12700,2233,2672,2958
564,2,625,9588,4624,12592,129,3867,713
557,2,625,1924,3912,16064,210,354,3691
546,2,625,7064,2668,5076,1601,1839,234
544,2,625,1676,2464,22592,106,3426,729
544,2,623,4908,512,15412,665,6,405
543,2,624,9176,2128,6160,662,4532,2080
544,2,624,7948,2400,10244,567,4868,589
544,2,624,4840,4308,20928,4438,4018,2505
544,2,623,10044,1548,6024,1332,2644,355
543,2,624,6344,1176,17988,5620,10258,6059
544,2,624,6240,3656,6336,2443,804,2234
546,2,629,6560,4644,16596,37,3473,8588
544,2,625,2860,3672,9884,2309,692,9760
563,2,625,2104,6296,12924,394,2786,2421
544,2,626,1824,6844,11316,212,2420,3095
544,2,625,412,4380,13020,1321,1942,6112
544,2,625,2272,1472,8332,3800,2676,2310
564,2,625,5772,7448,15300,919,2865,2831
544,2,625,2000,3884,19968,1354,2771,389
544,2,625,4304,4888,9096,1059,555,567
544,2,625,2820,7884,10348,2202,3003,1503
544,2,629,1896,5828,15052,1573,4428,1124
544,2,629,1728,1652,10928,949,768,465
544,2,624,3328,7212,18952,2215,873,1015
544,2,627,2604,1680,12644,130,7674,3579
544,2,620,3476,4972,10584,3879,11318,8542
546,2,615,14332,1560,4228,1845,4387,2229
543,2,619,8096,2400,14416,2602,1694,2970
544,2,613,4632,472,18008,1549,3909,723
544,2,609,14004,632,7484,1762,1408,187
544,2,615,7244,8732,15640,1420,3710,786
544,2,607,10264,1344,8940,3464,218,1771
544,2,604,12060,2940,9120,2744,337,5632
544,2,606,9440,3984,17352,1479,8121,5700
544,2,614,5448,936,8268,6853,4135,3031
546,2,609,92,1904,18360,1854,6943,3799
544,2,614,7844,6448,3912,10935,3,1555
564,2,608,4248,7012,17608,457,10256,2011
544,2,608,2944,3888,10540,1237,6384,1436
544,2,606,452,4656,10292,2690,891,3293
544,2,602,4996,5464,8024,646,1222,8130
564,2,601,5868,2948,16256,4847,709,72
543,2,598,4820,2888,12620,2023,6812,9030
544,2,595,9468,920,6084,2090,7846,242
564,2,593,12280,2164,5664,222,1811,2478
544,2,595,7844,4484,12588,1929,2999,1694
543,2,596,724,9460,13112,4261,7991,6061
544,2,594,10760,1100,20460,3826,5201,1525
544,2,596,11736,10144,12880,5452,5262,5578
544,2,606,4536,2528,14636,5913,1360,14222
544,2,600,3120,2460,5824,11647,13538,3344
564,2,600,20524,1692,696,15717,11145,3992
559,2,603,17184,6028,3492,6225,14767,1996
544,2,606,10016,6720,13616,1293,12854,506
543,2,608,488,1568,5256,185,3416,4313
544,2,615,11256,708,9424,2667,5097,224
544,2,610,4660,10572,13516,1818,5587,4430
544,2,611,2988,3868,14908,2779,1975,1280
564,2,611,10816,828,5992,698,3776,2744
544,2,618,1056,3220,17360,2825,6040,1906
544,2,619,500,2548,22532,991,2621,2446
546,2,614,2284,288,10108,2319,1939,2281
564,2,614,11900,3412,4788,2329,492,728
544,2,615,13860,6436,12180,1481,3480,911
544,2,620,7904,6392,17212,4511,8149,3709
544,2,620,3964,32,7876,1579,27,3337
564,2,615,15880,1540,168,887,2550,3704
544,2,620,19856,656,15616,2513,7908,775
543,2,615,13852,268,32272,1309,1744,314
544,2,615,10068,836,8876,14006,3453,1778
544,2,615,2568,2868,8920,7434,5513,5688
564,2,615,2000,496,6508,5478,5943,1627
544,2,621,204,2160,5840,2598,1749,769
546,2,620,9692,1884,4400,828,1903,695
544,2,616,9084,6596,8212,299,10984,787
544,2,622,19844,7192,7240,286,799,4378
546,2,617,868,5544,32767,4301,1658,6575
564,2,616,3612,520,7428,1010,709,6119
544,2,622,4976,1220,3116,6441,1649,1277
544,2,617,5936,2092,3164,2959,3883,449
544,2,617,10788,3388,23672,484,1134,1719
564,2,617,10524,1616,18440,1103,3522,3613
544,2,617,6624,644,15336,2074,3400,1343
544,2,622,6756,12,2904,2490,3958,909
564,2,617,9432,2188,9300,680,6991,2296
544,2,618,7104,1020,15192,3787,1565,1717
546,2,617,2284,3868,21144,965,4076,1359
544,2,616,18140,508,4448,1011,574,2350
546,2,621,5112,1776,12876,181,3541,1573
543,2,616,9780,716,10484,1900,3627,739
544,2,615,7436,1236,6680,768,3439,485
546,2,619,14440,2584,5636,1610,27,194
544,2,614,10172,1660,10736,392,255,792
544,2,619,8040,2468,9340,115,355,400
564,2,613,6460,3460,11700,2351,1074,1866
546,2,618,6548,2240,3696,665,835,737
563,2,611,12280,2692,9936,1562,1483,1049
544,2,612,5768,832,16128,1469,5962,2232
544,2,611,6392,780,14184,1556,365,161
544,2,608,6376,2408,12964,32,1933,389
544,2,606,8300,992,6744,4134,485,1651
544,2,606,9616,2476,10172,2150,5593,35
544,2,605,6172,904,13808,3930,179,1439
544,2,601,9268,2528,7716,2990,8905,3434
564,2,600,8916,1448,9064,1154,5079,2961
546,2,597,17728,8256,13432,11812,3353,979
544,2,590,9248,9056,8960,12655,4715,1327
544,2,579,8292,8672,10780,8171,7985,3660
544,2,567,19664,4848,3824,776,2085,2537
544,2,568,8188,1440,12808,6599,811,5548
546,2,566,18332,7332,1584,150,6469,484
564,2,573,3600,8120,11532,3781,4152,2025
557,2,574,22328,8516,2932,2524,3190,1010
560,2,526,17536,7248,10176,2949,6019,1511
544,2,567,11140,1556,13088,3047,8418,2331
544,2,589,13424,8108,13552,2305,2636,3056
546,2,591,9104,2024,13892,4361,4781,2673
544,2,609,12468,468,6688,447,774,374
544,2,607,9056,704,7900,2294,4814,2779
544,2,610,6088,788,11040,1977,7658,5359
544,2,612,628,1796,12900,2891,8461,1754
564,2,614,3384,1588,10464,3249,1081,3475
544,2,621,532,1604,14356,2530,1528,6962
544,2,618,4,3056,18300,587,1232,6453
544,2,623,7368,1088,9340,806,1380,7096
544,2,620,7132,5616,10204,365,1022,5736
544,2,620,920,2216,18232,2144,20,1013
544,2,626,1540,4972,8104,5369,4541,4400
544,2,626,6032,2056,12856,9198,9443,11964
544,2,627,8176,6500,12548,7275,979,5134
544,2,623,10732,4040,16176,1283,3473,4291
564,2,622,8644,7444,15436,6088,2471,2506
544,2,627,11792,10480,9800,3638,4200,511
546,2,623,4604,924,10832,1284,5941,1825
544,2,628,4656,488,3240,2818,343,1946
563,2,623,14492,3480,6856,4450,943,1782
544,2,628,9740,1452,14284,1045,6787,4344
543,2,624,8592,4376,10912,6846,6766,3604
544,2,624,4840,236,13120,3330,3941,5036
544,2,624,4076,220,7980,2654,3436,1273
546,2,628,12840,3172,9748,2720,113,496
544,2,624,9724,2740,10616,129,6261,328
544,2,624,5560,2076,7736,1977,4801,3831
544,2,623,9456,1324,15160,658,1346,2966
564,2,624,6544,920,13632,541,1389,1463
543,2,623,12208,1652,7120,1809,3916,1786
543,2,623,12888,4200,13724,575,3431,2908
544,2,623,7172,3316,11620,2236,5121,4389
544,2,623,1808,4068,14004,1283,3691,5892
564,2,622,14360,2204,11540,3852,1964,702
557,2,623,8328,2572,21252,1487,1365,4476
544,2,626,4896,2436,5000,6673,2009,358
544,2,621,9916,5264,9288,1393,3157,976
544,2,620,20240,12416,12872,7801,4857,1062
544,2,621,7456,1832,3816,3600,5786,233
563,2,620,8116,3776,14880,5286,4277,6606
560,2,619,17820,3308,16856,6608,3466,810
560,2,621,800,1572,11900,2467,10196,5292
562,2,619,5628,8616,7196,2709,16087,8936
546,2,619,20464,16204,16192,6047,4977,1919
544,2,620,2076,9800,10084,5099,10344,3072
546,2,619,4200,3840,7524,11166,11322,8983
543,2,617,17064,8616,2656,7430,2110,957
544,2,617,16472,3800,8340,7892,170,443
546,2,617,3808,1352,8372,7990,880,3280
546,2,617,8972,7980,2988,8192,4951,1648
544,2,615,13864,10916,7332,3847,3756,2780
544,2,617,8648,11972,12668,8858,6562,6453
544,2,619,500,4348,17748,13963,2295,5367
544,2,618,6280,1576,3344,4297,4615,1335
546,2,615,388,4384,7340,545,14776,1072
546,2,610,17592,3076,1184,9627,5598,3799
544,2,608,13344,2924,10140,12855,4879,4911
544,2,606,11892,7124,11424,11096,3100,658
544,2,604,5204,6680,4236,6175,7947,481
546,2,608,13580,8936,32,562,1049,1703
543,2,601,17448,9032,1904,4274,4693,1544
544,2,605,11640,7760,11492,6059,6642,3449
543,2,605,4764,164,10992,7266,520,2125
544,2,603,2728,2556,9676,1790,6164,1502
544,2,600,19352,4804,5908,4812,2600,4280
544,2,608,13040,2888,10304,5602,4592,647
546,2,609,10020,1336,11540,3784,1628,739
544,2,604,6444,6436,18116,1943,6630,2450
544,2,604,10652,6276,6860,3960,2365,2083
544,2,604,4340,3432,8752,7521,1300,2751
544,2,604,4480,5496,14772,8316,3422,4165
564,2,604,17604,2248,4564,4048,3843,2344
546,2,604,10740,3132,9160,1655,504,753
544,2,604,13164,4604,812,8352,175,3591
546,2,613,9400,1728,11444,4441,4868,696
543,2,607,2992,4044,22844,2179,4539,519
563,2,608,1240,3376,17872,3005,5303,1391
546,2,607,9296,2976,2240,1425,5421,669
543,2,606,11116,2772,5488,155,2701,185
544,2,607,11448,3880,17452,2725,16,3360
546,2,606,3596,80,11888,202,2598,1083
546,2,607,5324,200,9728,3457,1825,1114
544,2,608,9176,2096,8688,4734,1010,3091
