564,2
543,2
544,2
543,2
563,2
560,2
546,2
546,2
544,2
544,2
563,2
560,2
560,2
543,2
544,2
563,2
544,2
544,2
563,2
544,2
544,2
546,2
546,2
544,2
544,2
544,2
544,2
564,2
544,2
544,2
544,2
564,2
546,2
543,2
544,2
544,2
544,2
544,2
544,2
546,2
544,2
544,2
564,2
546,2
543,2
544,2
543,2
564,2
543,2
544,2
546,2
544,2
564,2
544,2
544,2
544,2
564,2
543,2
564,2
544,2
544,2
546,2
544,2
544,2
544,2
544,2
546,2
544,2
546,2
543,2
544,2
546,2
544,2
544,2
564,2
544,2
543,2
544,2
544,2
544,2
544,2
564,2
544,2
543,2
544,2
544,2
544,2
563,2
544,2
544,2
546,2
544,2
544,2
544,2
563,2
544,2
564,2
543,2
544,2
543,2
543,2
543,2
544,2
564,2
544,2
543,2
544,2
544,2
544,2
546,2
546,2
544,2
564,2
544,2
546,2
564,2
544,2
564,2
544,2
546,2
543,2
544,2
544,2
544,2
564,2
543,2
544,2
544,2
544,2
544,2
544,2
544,2
564,2
557,2
546,2
564,2
544,2
543,2
563,2
546,2
544,2
544,2
544,2
546,2
564,2
546,2
544,2
564,2
543,2
544,2
543,2
544,2
564,2
546,2
544,2
544,2
544,2
543,2
564,2
544,2
544,2
544,2
544,2
564,2
543,2
543,2
564,2
543,2
544,2
564,2
544,2
544,2
544,2
546,2
544,2
544,2
543,2
563,2
544,2
546,2
544,2
563,2
544,2
544,2
544,2
546,2
544,2
546,2
546,2
544,2
564,2
544,2
543,2
543,2
544,2
563,2
544,2
546,2
543,2
546,2
544,2
546,2
564,2
557,2
544,2
564,2
544,2
546,2
544,2
563,2
562,2
546,2
546,2
544,2
544,2
564,2
557,2
562,2
544,2
546,2
564,2
543,2
546,2
546,2
543,2
544,2
544,2
546,2
543,2
564,2
546,2
544,2
546,2
563,2
544,2
543,2
564,2
543,2
543,2
564,2
544,2
546,2
543,2
544,2
564,2
543,2
544,2
544,2
543,2
564,2
557,2
562,2
546,2
544,2
543,2
544,2
546,2
563,2
544,2
544,2
544,2
544,2
543,2
564,2
544,2
544,2
564,2
544,2
543,2
563,2
546,2
546,2
544,2
543,2
546,2
544,2
564,2
557,2
544,2
543,2
544,2
546,2
544,2
544,2
544,2
543,2
544,2
546,2
563,2
544,2
544,2
544,2
546,2
544,2
564,2
544,2
544,2
544,2
564,2
544,2
544,2
546,2
543,2
544,2
543,2
544,2
544,2
564,2
544,2
543,2
564,2
543,2
544,2
563,2
544,2
543,2
544,2
563,2
546,2
544,2
564,2
543,2
543,2
563,2
560,2
543,2
544,2
546,2
544,2
544,2
564,2
544,2
544,2
544,2
563,2
543,2
564,2
544,2
543,2
546,2
563,2
544,2
544,2
544,2
544,2
563,2
562,2
546,2
544,2
564,2
544,2
544,2
544,2
564,2
546,2
544,2
544,2
563,2
544,2
546,2
546,2
564,2
544,2
546,2
564,2
544,2
544,2
563,2
546,2
543,2
546,2
544,2
544,2
544,2
543,2
564,2
544,2
544,2
564,2
544,2
544,2
563,2
544,2
543,2
563,2
546,2
544,2
544,2
544,2
544,2
543,2
544,2
546,2
544,2
544,2
544,2
543,2
564,2
546,2
543,2
563,2
544,2
544,2
546,2
563,2
544,2
544,2
544,2
544,2
546,2
544,2
543,2
564,2
557,2
546,2
544,2
544,2
543,2
544,2
544,2
544,2
543,2
544,2
546,2
544,2
563,2
544,2
544,2
544,2
564,2
544,2
544,2
544,2
544,2
544,2
544,2
544,2
544,2
546,2
543,2
544,2
544,2
544,2
544,2
544,2
544,2
544,2
546,2
544,2
564,2
544,2
544,2
544,2
564,2
543,2
544,2
564,2
544,2
543,2
544,2
544,2
544,2
544,2
564,2
559,2
544,2
543,2
544,2
544,2
544,2
564,2
544,2
544,2
546,2
564,2
544,2
544,2
544,2
564,2
544,2
543,2
544,2
544,2
564,2
544,2
546,2
544,2
544,2
546,2
564,2
544,2
544,2
544,2
564,2
544,2
544,2
564,2
544,2
546,2
544,2
546,2
543,2
544,2
546,2
544,2
544,2
564,2
546,2
563,2
544,2
544,2
544,2
544,2
544,2
544,2
544,2
564,2
546,2
544,2
544,2
544,2
544,2
546,2
564,2
557,2
560,2
544,2
544,2
546,2
544,2
544,2
544,2
544,2
564,2
544,2
544,2
544,2
544,2
544,2
544,2
544,2
544,2
544,2
564,2
544,2
546,2
544,2
563,2
544,2
543,2
544,2
544,2
