30,9216
30,9136
30,9096
30,8996
30,8992
30,8888
30,8520
30,9208
30,9132
30,9308
30,8712
30,8292
30,8548
30,8516
30,8716
30,8916
30,9044
30,9008
30,9204
30,9100
30,9016
30,8844
30,8952
30,8928
30,8968
30,8944
30,8904
30,8736
30,8888
30,8784
30,8788
30,8816
30,8764
30,8892
30,8832
30,8932
30,8892
30,8972
30,8864
30,8924
30,8880
30,8944
30,8756
30,8700
30,8620
30,8412
30,9064
30,9100
30,8992
30,9020
30,9896
30,8180
30,8944
30,9172
30,8772
30,8964
30,8696
30,8880
30,8980
30,9100
30,9056
30,8984
30,8984
30,8888
30,8780
30,8988
30,9000
30,8904
30,8968
30,8832
30,8848
30,8868
30,8732
30,8716
30,8784
30,8808
30,8892
30,8820
30,8912
30,8836
30,9108
30,8972
30,8892
30,8908
30,8972
30,8892
30,8900
30,8972
30,9064
30,8812
30,8844
30,8952
30,8980
30,8940
30,8840
30,8980
30,8980
30,8832
30,8836
30,8872
30,8840
30,8916
30,9020
30,8992
30,8924
30,8996
30,8804
30,8936
30,8880
30,8856
30,8856
30,8808
30,8692
30,8804
30,8896
30,8936
30,8836
30,8756
30,8864
30,8860
30,8896
30,9088
30,8932
30,9136
30,9124
30,9036
30,9016
30,8972
30,8976
30,8988
30,9004
30,8972
30,8988
30,8952
30,8852
30,8836
30,9008
30,8752
30,8908
30,8960
30,8904
30,8900
30,8820
30,8920
30,8884
30,8900
30,8880
30,8976
30,8868
30,9016
30,8940
30,8824
30,8876
30,8760
30,8964
30,8880
30,8920
30,8984
30,8600
30,8900
30,8892
30,8832
30,8792
30,8984
30,8916
30,8800
30,8972
30,8784
30,8696
30,8916
30,8832
30,8904
30,9240
30,9304
30,9280
30,9260
30,8956
30,9168
30,9048
30,8992
30,8912
30,8880
30,8756
30,8744
30,8892
30,9004
30,8960
30,8980
30,8940
30,8856
30,9008
30,8884
30,8860
30,8944
30,8892
30,8964
30,9024
30,8808
30,8804
30,8844
30,8836
30,9004
30,8728
30,8784
30,8880
30,8748
30,8756
30,8888
30,8884
30,8920
30,8984
30,8860
30,8856
30,8988
30,8912
30,8944
30,8772
30,8848
30,8880
30,8888
30,8940
30,8916
30,8924
30,8888
30,8828
30,8680
30,8720
30,8868
30,8956
30,8936
30,8856
30,8912
30,9040
30,8900
30,8984
30,8968
30,8892
30,8892
30,8892
30,8956
30,8876
30,8992
30,8964
30,8952
30,9000
30,8988
30,8972
30,8900
30,8888
30,8976
30,8920
30,8900
30,8868
30,8816
30,8912
30,8872
30,8876
30,8832
30,8944
30,8820
30,8976
30,8920
30,8860
30,8964
30,8988
30,8904
30,8864
30,8904
30,8876
30,8900
30,8892
30,8916
30,8816
30,8936
30,8944
30,8928
30,8960
30,8908
30,8936
30,8912
30,8944
30,8836
30,8956
30,8824
30,8916
30,8948
30,8872
30,8896
30,8864
30,8920
30,8876
30,8908
30,8884
30,8968
30,8940
30,8896
30,8888
30,8928
30,8864
30,8892
30,8880
30,8976
30,8952
30,8884
30,8892
30,8936
30,8844
30,8872
30,8920
30,8952
30,8796
30,8872
30,8772
30,9028
30,8900
30,8976
30,8924
30,8824
30,8892
30,8844
30,8908
30,8872
30,8880
30,8888
30,8988
30,8840
30,8836
30,8912
30,8872
30,8884
30,8788
30,8972
30,8892
30,8844
30,8824
30,8960
30,8848
30,8920
30,8872
30,8920
30,8900
